S12_001,S12_037,pref
あいの里公園,0,1
あいの里教育大,7564,1
さっぽろ,184516,1
すすきの,39576,1
ひばりが丘,10244,1
サッポロビール庭園,0,1
トマム,0,1
バスセンター前,19690,1
七重浜,240,1
上ノ国,0,1
上富良野,678,1
上磯,160,1
上野幌,5678,1
下徳富,0,1
中の島,12054,1
中央図書館前,0,1
中富良野,0,1
中小屋,0,1
中島公園,19942,1
中島公園通,1541,1
中須田,0,1
久根別,120,1
二十四軒,12906,1
五稜郭,0,1
元町,18870,1
八軒,4876,1
円山公園,31058,1
北広島,15476,1
北海道医療大学,0,1
北美瑛,0,1
十三里,0,1
千歳,18174,1
南下徳富,0,1
南千歳,3054,1
南平岸,15812,1
南清水沢,0,1
占冠,22,1
吉堀,0,1
吉岡海底,0,1
夕張,0,1
大谷地,27994,1
大通,161756,1
太平,0,1
学園前,20594,1
学田,0,1
宮の沢,29342,1
宮越,0,1
富良野,1252,1
島松,3940,1
川端,0,1
幌南小学校前,1567,1
幌平橋,10278,1
平和,5538,1
平岸,16852,1
恵み野,6730,1
恵庭,14642,1
拓北,5142,1
新さっぽろ,42178,1
新十津川,0,1
新千歳空港,35518,1
新夕張,178,1
新川,6490,1
新得,486,1
新札幌,29348,1
新琴似,8200,1
新道東,16046,1
於札内,0,1
旭川,0,1
晩生内,0,1
月寒中央,18670,1
木古内,120,1
本中小屋,0,1
札比内,0,1
札的,0,1
札苅,10,1
東久根別,120,1
東区役所前,17758,1
東屯田通,1982,1
東本願寺前,888,1
東札幌,21778,1
東追分,0,1
栄町,16644,1
桂岡,0,1
桑園,0,1
植苗,0,1
江差,0,1
沼ノ沢,0,1
沼ノ端,0,1
泉沢,10,1
浦臼,0,1
清川口,170,1
清水沢,0,1
渡島当別,50,1
渡島鶴岡,0,1
湯ノ岱,0,1
滝ノ上,0,1
澄川,20128,1
琴似,28758,1
環状通東,18052,1
発寒南,17972,1
白石,28580,1
百合が原,0,1
真駒内,26174,1
知内,0,1
知来乙,0,1
石山通,1091,1
石狩太美,0,1
石狩当別,4826,1
石狩月形,92,1
石狩金沢,0,1
神明,0,1
神楽岡,0,1
福住,32252,1
篠路,6306,1
緑が丘,0,1
美々,0,1
美園,10222,1
美瑛,982,1
美馬牛,0,1
自衛隊前,6792,1
茂辺地,30,1
菊水,22460,1
行啓通,1437,1
西中,0,1
西御料,0,1
西瑞穂,0,1
西神楽,0,1
西聖和,0,1
豊平公園,11448,1
豊水すすきの,16732,1
資生館小学校前,687,1
追分,0,1
釜谷,10,1
長都,0,1
静修学園前,1463,1
鶴沼,0,1
鹿ノ谷,0,1
鹿討,0,1
麻生,41356,1
ウェスパ椿山,0,2
プレイピア白浜,0,2
三厩,50,2
三戸,458,2
三沢,2594,2
上北町,554,2
下北,386,2
下田,480,2
中央弘前,349,2
中小国,0,2
中沢,0,2
中田,0,2
乙供,492,2
五所川原,1680,2
五農校前,182,2
今別,0,2
八戸,11886,2
剣吉,427,2
北野辺地,0,2
北高岩,44,2
十二湖,0,2
十川,10,2
千年,83,2
千曳,2,2
千畳敷,0,2
向山,68,2
吹越,0,2
嘉瀬,72,2
境松,28,2
大久喜,0,2
大川平,0,2
大平,0,2
大戸瀬,0,2
大沢内,40,2
大湊,290,2
大蛇,0,2
大間越,0,2
大鰐,183,2
奥内,0,2
宿川原,10,2
小中野,0,2
小川原,28,2
小柳,1085,2
小栗山,9,2
小湊,844,2
尾上高校前,73,2
川倉,9,2
川部,0,2
左堰,0,2
平賀,440,2
広戸,0,2
弘前,1397,2
弘前学院大前,121,2
弘前東高前,126,2
弘高下,51,2
後潟,76,2
新里,39,2
有戸,0,2
有畑,0,2
木造,358,2
本八戸,2314,2
東青森,1338,2
松木平,16,2
松神,0,2
板柳,648,2
林崎,0,2
柏農高校前,103,2
横磯,0,2
毘沙門,5,2
油川,824,2
津軽中里,179,2
津軽二股,0,2
津軽五所川原,582,2
津軽今別,0,2
津軽大沢,55,2
津軽宮田,0,2
津軽尾上,212,2
津軽浜名,0,2
津軽飯詰,24,2
浅虫温泉,683,2
深浦,138,2
深郷田,22,2
清水川,150,2
瀬辺地,0,2
狩場沢,45,2
田んぼアート,26,2
田舎館,91,2
白神岳登山口,0,2
白銀,0,2
目時,24,2
矢田前,1309,2
石川,74,2
石川プール前,19,2
種差海岸,0,2
竜飛海底,0,2
筒井,1589,2
義塾高校前,90,2
聖愛中高前,97,2
艫作,0,2
芦野公園,77,2
苫米地,100,2
蓬田,0,2
藤崎,0,2
蟹田,300,2
西平内,142,2
諏訪ノ平,64,2
赤川,0,2
越水,0,2
近川,0,2
追良瀬,0,2
運動公園前,129,2
郷沢,0,2
野内,1086,2
野辺地,4136,2
金木,246,2
金浜,0,2
金谷沢,0,2
長苗代,0,2
陸奥岩崎,0,2
陸奥市川,370,2
陸奥柳田,0,2
陸奥森田,150,2
陸奥横浜,140,2
陸奥沢辺,0,2
陸奥湊,268,2
陸奥白浜,0,2
陸奥赤石,0,2
陸奥鶴田,394,2
階上,0,2
青森,15649,2
風合瀬,0,2
館田,87,2
驫木,0,2
鮫,576,2
鯖石,39,2
鳴沢,0,2
鶴泊,0,2
黒石,786,2
いわて沼宮内,869,3
ほっとゆだ,240,3
ゆだ錦秋湖,0,3
ゆだ高原,0,3
一の渡,6,3
一ノ関,0,3
一戸,570,3
三陸,48,3
上有住,0,3
上盛岡,0,3
上米内,98,3
下船渡,0,3
両石,22,3
中里,0,3
久慈,1047,3
二升石,0,3
二戸,721,3
似内,0,3
佐羽根,6,3
侍浜,0,3
兄畑,0,3
八木沢・宮古短大,49,3
北上,0,3
北森,0,3
区界,4,3
十府ヶ浦海岸,6,3
千厩,398,3
千徳,0,3
厨川,3209,3
吉浜,40,3
吉里吉里,101,3
和賀仙人,0,3
唐丹,21,3
土沢,296,3
堀内,36,3
大志田,0,3
大更,534,3
大槌,244,3
大船渡,0,3
大釜,806,3
奥中山高原,365,3
好摩,2933,3
安比高原,0,3
宮古,1820,3
宮守,154,3
宿戸,0,3
小佐野,92,3
小友,0,3
小屋の畑,0,3
小山田,0,3
小岩井,888,3
小梨,0,3
小繋,10,3
小鳥谷,100,3
山口団地,20,3
山岸,0,3
岩ノ下,0,3
岩手上郷,0,3
岩手二日町,0,3
岩手刈屋,0,3
岩手和井内,0,3
岩手大川,0,3
岩手川口,298,3
岩手船越,98,3
岩根橋,0,3
岩沢,0,3
岩泉,0,3
岩泉小本,133,3
島越,30,3
川内,10,3
巣子,991,3
平倉,0,3
平内,0,3
平津戸,0,3
平田,12,3
平館,0,3
御堂,48,3
恋し浜,11,3
払川,57,3
折壁,0,3
押角,0,3
摂待,13,3
摺沢,482,3
斗米,151,3
新月,0,3
新花巻,1876,3
春木場,0,3
普代,198,3
晴山,0,3
有家,0,3
東大更,0,3
松倉,0,3
松尾八幡平,0,3
松草,0,3
柏木平,0,3
柳原,0,3
柴宿,0,3
横川目,0,3
横間,0,3
江釣子,0,3
洞泉,0,3
津軽石,154,3
浅内,0,3
浅岸,0,3
浪板海岸,72,3
渋民,715,3
滝沢,3162,3
猊鼻渓,0,3
玉川,0,3
甫嶺,19,3
田山,0,3
田老,143,3
田野畑,116,3
白井海岸,3,3
盛,322,3
盛岡,11593,3
真滝,0,3
矢越,0,3
磯鶏,107,3
種市,258,3
立川目,0,3
竹駒,0,3
箱石,0,3
細浦,0,3
綾織,0,3
綾里,108,3
織笠,103,3
脇ノ沢,0,3
腹帯,0,3
花原市,0,3
花巻,0,3
茂市,68,3
荒屋新町,96,3
荒谷前,0,3
藤根,298,3
蟇目,0,3
角の浜,0,3
豊間根,100,3
赤坂田,0,3
赤渕,0,3
遠野,660,3
野田玉川,16,3
金田一温泉,200,3
釜石,414,3
陸中中野,0,3
陸中八木,0,3
陸中夏井,0,3
陸中大橋,0,3
陸中宇部,46,3
陸中山田,476,3
陸中川井,54,3
陸中松川,0,3
陸中野田,349,3
陸中門崎,0,3
陸前矢作,0,3
陸前赤崎,6,3
陸前高田,0,3
雫石,1122,3
青山,3449,3
青笹,0,3
鱒沢,0,3
鵜住居,124,3
あおば通,45302,4
あぶくま,10,4
のの岳,0,4
万石浦,0,4
上涌谷,0,4
上野目,0,4
上鹿折,0,4
下馬,7524,4
不動の沢,0,4
中山平温泉,0,4
中野栄,11160,4
丸森,452,4
五橋,11748,4
亘理,4260,4
仙台,158474,4
仙台空港,5274,4
作並,372,4
佳景山,0,4
八ツ森,0,4
八乙女,16810,4
八木山動物公園,11404,4
六丁の目,6916,4
前谷地,322,4
勾当台公園,33714,4
北丸森,29,4
北仙台,26670,4
北四番丁,16966,4
北山,4998,4
北浦,0,4
南気仙沼,0,4
南角田,24,4
卸町,8922,4
古川,9758,4
台原,12350,4
名取,0,4
和渕,0,4
国見,6454,4
国際センター,7008,4
坂元,496,4
塚目,0,4
多賀城,14402,4
大町西公園,4428,4
大谷海岸,0,4
奥新川,0,4
女川,444,4
宮城野原,12140,4
宮城野通,6330,4
富沢,15228,4
小牛田,0,4
小金沢,0,4
小鶴新田,12572,4
山下,1196,4
岡,125,4
岩出山,0,4
岩沼,0,4
川内,7230,4
川渡温泉,0,4
広瀬通,21832,4
御岳堂,0,4
志津川,0,4
愛子,8368,4
愛宕橋,5192,4
手樽,0,4
旭ヶ丘,14682,4
曽波神,0,4
最知,0,4
有備館,0,4
本吉,0,4
本塩釜,5764,4
杜せきのした,3097,4
東北福祉大前,7290,4
東名,0,4
東塩釜,4694,4
東大崎,0,4
東照宮,6892,4
東矢本,0,4
東船岡,175,4
松岩,0,4
松島海岸,2328,4
柳津,86,4
槻木,1167,4
横倉,20,4
歌津,0,4
気仙沼,392,4
池月,0,4
沢田,0,4
河原町,10546,4
泉中央,53548,4
浜吉田,1008,4
浦宿,0,4
涌谷,1118,4
清水浜,0,4
渡波,1086,4
矢本,2432,4
石巻,6486,4
石巻あゆみ野,0,4
福田町,7942,4
美田園,1393,4
苦竹,5852,4
荒井,6236,4
葛岡,0,4
蔵内,0,4
薬師堂,11134,4
蛇田,1706,4
西仙台ハイランド,0,4
西古川,0,4
西塩釜,0,4
西大崎,0,4
角田,1485,4
逢隈,0,4
連坊,7222,4
野蒜,394,4
長町,16954,4
長町一丁目,8256,4
長町南,23638,4
陸前原ノ町,8562,4
陸前大塚,0,4
陸前富山,0,4
陸前小泉,0,4
陸前小野,690,4
陸前山下,0,4
陸前戸倉,0,4
陸前横山,0,4
陸前浜田,0,4
陸前港,0,4
陸前白沢,0,4
陸前稲井,0,4
陸前落合,7790,4
陸前谷地,0,4
陸前豊里,206,4
陸前赤井,1258,4
陸前階上,0,4
陸前高砂,10876,4
青葉山,8394,4
青葉通一番町,14622,4
高城町,2866,4
鳴子御殿湯,106,4
鳴子温泉,432,4
鹿又,0,4
鹿妻,0,4
鹿折唐桑,0,4
黒松,8484,4
あきた白神,76,5
上二田,0,5
上杉,18,5
上桧木内,9,5
久保田,10,5
二田,618,5
八幡平,34,5
八森,0,5
八津,8,5
出戸浜,0,5
刺巻,0,5
前田南,11,5
前郷,146,5
北大曲,0,5
北能代,0,5
十二所,0,5
十和田南,324,5
合川,108,5
吉沢,19,5
向能代,60,5
土深井,0,5
大曲,0,5
大滝温泉,0,5
大野台,15,5
大館,0,5
天王,0,5
奥阿仁,1,5
子吉,23,5
小松川,0,5
小渕,16,5
岩野目,0,5
岩館,30,5
川辺,40,5
左通,1,5
平石,0,5
戸沢,1,5
扇田,0,5
曲沢,2,5
末広,0,5
東八森,0,5
東大館,478,5
東能代,0,5
松葉,102,5
柴平,0,5
桂瀬,29,5
横手,0,5
比立内,26,5
沢尻,0,5
沢目,0,5
湯瀬温泉,48,5
滝ノ間,0,5
生田,0,5
田沢湖,606,5
男鹿,774,5
相野々,20,5
矢島,284,5
矢美津,0,5
神代,0,5
笑内,6,5
米内沢,124,5
羽後中里,3,5
羽後四ツ屋,0,5
羽後太田,1,5
羽後本荘,277,5
羽後長戸呂,8,5
羽後長野,184,5
羽立,0,5
能代,860,5
脇本,0,5
船越,1132,5
荒瀬,6,5
萱草,3,5
薬師堂,83,5
西明寺,14,5
西滝沢,60,5
西鷹巣,8,5
角館,1364,5
追分,0,5
鑓見内,0,5
阿仁マタギ,28,5
阿仁前田,74,5
阿仁合,144,5
陸中大里,0,5
鮎川,54,5
鳥形,0,5
鶯野,0,5
鷹巣,474,5
鹿角花輪,400,5
黒沢,10,5
あやめ公園,97,6
おりはた,36,6
中郡,0,6
今泉,460,6
伊佐領,0,6
余目,0,6
北山形,0,6
升形,0,6
南寒河江,0,6
南新庄,0,6
南米沢,0,6
南野,0,6
南長井,203,6
南陽市役所,5,6
古口,60,6
四季の郷,31,6
堺田,0,6
大堀,0,6
宮内,245,6
寒河江,1810,6
小国,232,6
山寺,1062,6
左沢,622,6
成島,0,6
手ノ子,0,6
新庄,0,6
時庭,11,6
最上,0,6
東金井,0,6
東長沢,0,6
柴橋,0,6
梨郷,18,6
楯山,0,6
津谷,0,6
清川,0,6
瀬見温泉,0,6
犬川,0,6
狩川,130,6
白兎,15,6
立小路,0,6
米沢,0,6
羽前前波,0,6
羽前千歳,0,6
羽前小松,580,6
羽前山辺,0,6
羽前成田,49,6
羽前松岡,0,6
羽前椿,50,6
羽前沼沢,0,6
羽前金沢,0,6
羽前長崎,752,6
羽前高松,0,6
荒砥,156,6
萩生,0,6
蚕桑,26,6
西大塚,17,6
西寒河江,0,6
西米沢,0,6
赤倉温泉,0,6
赤湯,180,6
長井,267,6
長沢,0,6
面白山高原,0,6
高屋,0,6
高瀬,0,6
鮎貝,55,6
鵜杉,0,6
あまや,10,7
いわき,0,7
ふるさと公園,38,7
やながわ希望の森公園前,362,7
七ヶ岳登山口,8,7
七日町,0,7
三春,1740,7
上保原,406,7
上戸,0,7
上松川,691,7
上野尻,40,7
中山宿,0,7
中荒井,19,7
中豊,0,7
久ノ浜,364,7
二井田,66,7
会津下郷,174,7
会津中川,0,7
会津坂下,724,7
会津坂本,0,7
会津塩沢,0,7
会津大塩,0,7
会津宮下,76,7
会津山村道場,16,7
会津川口,108,7
会津本郷,0,7
会津柳津,0,7
会津桧原,0,7
会津横田,0,7
会津水沼,0,7
会津田島,603,7
会津若松,5162,7
会津荒海,47,7
会津蒲生,0,7
会津西方,0,7
会津豊川,0,7
会津越川,0,7
会津長野,15,7
会津高原尾瀬口,1102,7
会津高田,0,7
保原,1029,7
兜,2,7
内郷,2034,7
勿来,1666,7
医王寺前,592,7
南石井,0,7
南若松,38,7
卸町,620,7
原ノ町,2048,7
双葉,0,7
只見,0,7
向瀬上,66,7
喜久田,0,7
喜多方,1688,7
四ツ倉,1220,7
堂島,0,7
塔のへつり,66,7
塔寺,0,7
塩川,532,7
夏井,0,7
夜ノ森,0,7
大川ダム公園,3,7
大泉,504,7
大越,0,7
大野,0,7
姥堂,0,7
安積永盛,0,7
富岡,450,7
富野,41,7
小塩江,0,7
小川郷,0,7
小野新町,780,7
小高,986,7
尾登,0,7
山都,374,7
岩代清水,938,7
川前,0,7
川東,0,7
川桁,0,7
川辺沖,0,7
平野,679,7
広田,0,7
広野,804,7
弥五島,59,7
徳沢,8,7
新地,0,7
新田,257,7
新鶴,0,7
日立木,0,7
早戸,0,7
曽根田,810,7
木戸,0,7
末続,0,7
本名,0,7
東長原,0,7
東館,0,7
根岸,0,7
桃内,0,7
桜水,572,7
梁川,481,7
植田,3704,7
江田,0,7
泉,5332,7
泉郷,246,7
浪江,48,7
湯本,4042,7
湯野上温泉,216,7
滝谷,0,7
瀬上,333,7
猪苗代,1170,7
猪苗代湖畔,0,7
田子倉,0,7
田島高校前,136,7
相馬,2288,7
矢祭山,0,7
磐城塙,376,7
磐城太田,0,7
磐城守山,0,7
磐城常葉,0,7
磐城棚倉,332,7
磐城浅川,348,7
磐城石井,0,7
磐城石川,1036,7
磐梯熱海,508,7
磐梯町,316,7
神俣,296,7
福島,8556,7
福島学院前,683,7
竜田,0,7
笈川,0,7
笹谷,1146,7
美術館図書館前,493,7
翁島,0,7
舞木,0,7
船引,1598,7
芦ノ牧温泉,160,7
芦ノ牧温泉南,11,7
花水坂,555,7
若宮,0,7
草野,794,7
荻野,42,7
菅谷,138,7
西若松,3478,7
要田,0,7
谷田川,0,7
赤井,0,7
近津,0,7
郡山,0,7
郡山富田,0,7
郷戸,0,7
里白石,0,7
野木沢,0,7
野沢,266,7
門田,2,7
関都,0,7
飯坂温泉,1023,7
養鱒公園,18,7
高子,116,7
鹿島,0,7
ひぐち,46,8
ひたち野うしく,13946,8
ゆめみ野,1882,8
三妻,226,8
上小川,92,8
上菅谷,1524,8
下妻,1825,8
下小川,0,8
下菅谷,0,8
下野宮,0,8
下館,25647,8
下館二高前,122,8
中妻,223,8
中根,15,8
中舟生,0,8
中菅谷,0,8
佐和,7810,8
佐貫,2305,8
偕楽園,0,8
入地,67,8
内原,5624,8
勝田,28215,8
北水海道,473,8
北浦湖畔,30,8
十王,5966,8
南中郷,1140,8
南守谷,2465,8
南石下,297,8
南酒出,0,8
友部,7156,8
取手,11506,8
土浦,32248,8
大和,0,8
大宝,96,8
大洋,262,8
大洗,2210,8
大津港,1826,8
大甕,19050,8
大田郷,338,8
守谷,14347,8
宍戸,0,8
宗道,237,8
寺原,1942,8
小木津,5220,8
小田林,0,8
小絹,1961,8
山方宿,206,8
岩瀬,2020,8
岩間,2720,8
川島,1578,8
常澄,743,8
常陸多賀,13688,8
常陸大子,600,8
常陸大宮,1842,8
常陸太田,2410,8
常陸津田,0,8
常陸青柳,0,8
常陸鴻巣,0,8
平磯,215,8
延方,0,8
後台,0,8
徳宿,68,8
戸頭,4372,8
折本,38,8
新取手,2008,8
新守谷,2770,8
新治,1280,8
新鉾田,1513,8
日立,22350,8
東水戸,144,8
東海,10142,8
東結城,0,8
殿山,169,8
水戸,127774,8
水海道,3003,8
河合,0,8
涸沼,248,8
潮来,656,8
牛久,25586,8
玉川村,344,8
玉戸,1412,8
玉村,95,8
瓜連,528,8
石下,890,8
石岡,11334,8
磯原,3518,8
磯崎,124,8
神立,11080,8
福原,300,8
稲戸井,1442,8
稲田,336,8
竜ヶ崎,2253,8
笠間,2684,8
結城,4194,8
羽鳥,4632,8
羽黒,1342,8
荒川沖,16602,8
荒野台,178,8
藤代,12766,8
袋田,150,8
西取手,2498,8
西金,0,8
谷河原,0,8
赤塚,12554,8
那珂湊,680,8
野上原,0,8
金上,133,8
長者ヶ浜潮騒はまなす公園前,73,8
阿字ヶ浦,80,8
静,0,8
額田,0,8
騰波ノ江,69,8
高浜,2310,8
高田の鉄橋,64,8
高萩,5550,8
鹿島大野,262,8
鹿島旭,409,8
鹿島灘,207,8
黒子,181,8
おもちゃのまち,2614,9
七井,329,9
上三依塩原温泉口,32,9
上今市,118,9
下今市,2524,9
下小代,193,9
下野大沢,1582,9
下野花岡,0,9
中三依温泉,22,9
久下田,228,9
仁井田,0,9
今市,2322,9
佐野,10644,9
佐野市,740,9
北山,74,9
北真岡,210,9
北鹿沼,178,9
南宇都宮,1208,9
原向,2,9
合戦場,355,9
吉水,1066,9
国谷,1024,9
堀米,416,9
壬生,2314,9
多田,153,9
多田羅,155,9
大平下,0,9
大桑,174,9
大谷向,179,9
大金,0,9
天矢場,27,9
宇都宮,0,9
安塚,1258,9
宝積寺,0,9
家中,417,9
富田,0,9
寺内,93,9
小佐越,466,9
小俣,0,9
小塙,0,9
小山,0,9
山前,1672,9
岩舟,0,9
川治温泉,50,9
川治湯元,145,9
市塙,175,9
思川,0,9
文挟,0,9
新大平下,2796,9
新栃木,4200,9
新藤原,962,9
新高徳,332,9
新鹿沼,3511,9
日光,2204,9
明神,229,9
東武ワールドスクウェア,438,9
東武和泉,1062,9
東武宇都宮,9863,9
東武日光,3496,9
東武金崎,543,9
板荷,82,9
栃木,22044,9
楡木,264,9
樅山,549,9
江曽島,2144,9
湯西川温泉,201,9
滝,0,9
烏山,1040,9
田島,139,9
田沼,1023,9
男鹿高原,2,9
益子,238,9
県,624,9
真岡,928,9
福居,778,9
笹原田,4,9
茂木,775,9
葛生,937,9
藤岡,1462,9
西川田,2343,9
西田井,53,9
足利,6628,9
足利市,6221,9
足尾,57,9
通洞,42,9
野州大塚,513,9
野州山辺,846,9
野州平川,1050,9
間藤,158,9
静和,1440,9
鬼怒川公園,264,9
鬼怒川温泉,3031,9
鴻野山,0,9
鶴田,2972,9
鹿沼,4212,9
龍王峡,114,9
万座・鹿沢口,0,10
三俣,184,10
三枚橋,695,10
上泉,92,10
上牧,0,10
上神梅,25,10
下新田,54,10
世良田,476,10
中之条,2078,10
中央前橋,1667,10
中野,8,10
丸山下,56,10
井野,4362,10
伊勢崎,19245,10
倉賀野,3698,10
八木原,2174,10
前橋,21364,10
前橋大島,3322,10
剛志,1469,10
北原,270,10
北藤岡,0,10
国定,3188,10
土合,0,10
城東,142,10
境町,1611,10
多々良,629,10
大前,0,10
大胡,820,10
大間々,456,10
天王宿,200,10
太田,11788,10
富士山下,96,10
小中,21,10
小泉町,445,10
小野上,0,10
小野上温泉,0,10
岩宿,2502,10
岩島,0,10
岩本,0,10
川俣,2884,10
川原湯温泉,42,10
市城,0,10
後閑,0,10
心臓血管センター,59,10
成島,1129,10
敷島,0,10
新伊勢崎,1314,10
新前橋,12474,10
新屋,180,10
新川,312,10
新桐生,2179,10
新町,7506,10
新里,361,10
木崎,2511,10
本中野,1042,10
本宿,24,10
東小泉,1573,10
東新川,56,10
板倉東洋大前,3966,10
桐生,7760,10
桐生球場前,144,10
樋越,214,10
水上,728,10
水沼,104,10
江木,282,10
沢入,26,10
治良門橋,598,10
沼田,3442,10
津久田,0,10
渋川,6788,10
渡瀬,259,10
湯檜曽,0,10
片貝,327,10
相老,1476,10
矢倉,0,10
祖母島,0,10
神戸,198,10
竜舞,606,10
篠塚,216,10
粕川,253,10
細谷,2733,10
群馬原町,0,10
群馬大津,0,10
群馬総社,3392,10
群馬藤岡,2484,10
羽根尾,0,10
膳,95,10
花輪,53,10
茂林寺前,1640,10
藪塚,1141,10
袋倉,0,10
西小泉,1491,10
西桐生,1691,10
赤坂,256,10
赤城,1502,10
運動公園,84,10
郷原,0,10
金島,0,10
長野原草津口,1524,10
阿左美,595,10
韮川,2379,10
館林,11125,10
駒形,5996,10
高崎,64338,10
高崎問屋町,7662,10
さいたま新都心,111102,11
せんげん台,58651,11
ひろせ野鳥の森,1218,11
ソシオ流通センター,693,11
一ノ割,18440,11
一本松,4409,11
七里,20547,11
三峰口,384,11
三郷,29242,11
上尾,84420,11
上熊谷,898,11
上長瀞,263,11
下山口,8202,11
与野,52996,11
丸山,2774,11
丹荘,0,11
久喜,52606,11
今羽,5226,11
仏子,11156,11
伊奈中央,2169,11
元加治,7120,11
児玉,746,11
入曽,18088,11
入間市,34263,11
八木崎,10662,11
内宿,4962,11
加茂宮,5820,11
加須,13728,11
北上尾,31568,11
北大宮,6285,11
北春日部,10413,11
北朝霞,141768,11
北本,37914,11
北浦和,106264,11
北越谷,53868,11
北鴻巣,14548,11
南古谷,16754,11
南大塚,16861,11
南栗橋,8858,11
南桜井,14692,11
南浦和,120778,11
南羽生,3858,11
南越谷,151524,11
南鳩ヶ谷,15900,11
原市,2941,11
吉川,36346,11
吉川美南,10378,11
吉野原,3569,11
吹上,18062,11
吾野,664,11
和戸,4170,11
和銅黒谷,427,11
坂戸,0,11
大和田,20038,11
大宮,702577,11
大宮公園,9970,11
大袋,18591,11
大野原,1127,11
大麻生,233,11
姫宮,5411,11
宮原,48558,11
寄居,14952,11
小前田,1097,11
小川町,11239,11
小手指,49193,11
岡部,6302,11
岩槻,37052,11
川口,169062,11
川口元郷,20400,11
川角,15264,11
川越,77064,11
幸手,13717,11
影森,493,11
御花畑,2660,11
志久,4021,11
戸塚安行,16000,11
所沢,104984,11
折原,0,11
持田,938,11
指扇,22068,11
新三郷,32160,11
新井宿,11500,11
新古河,1725,11
新座,42008,11
新所沢,55856,11
新狭山,21055,11
新田,31606,11
新越谷,153304,11
新郷,300,11
日進,27380,11
明戸,302,11
明覚,0,11
春日部,72186,11
本川越,53880,11
本庄,19944,11
杉戸高野台,11785,11
東吾野,475,11
東宮原,4847,11
東岩槻,20748,11
東川口,105646,11
東所沢,31064,11
東武動物公園,32289,11
東毛呂,5729,11
東浦和,58078,11
東行田,2388,11
東飯能,17037,11
松久,0,11
柳生,1392,11
栗橋,11819,11
桜沢,917,11
桶川,52968,11
樋口,241,11
横瀬,1711,11
正丸,219,11
武川,951,11
武州中川,235,11
武州唐沢,3047,11
武州日野,201,11
武州荒木,370,11
武州長瀬,4461,11
武蔵横手,294,11
武蔵浦和,107926,11
武蔵藤沢,24513,11
武蔵高萩,6752,11
武里,16084,11
毛呂,1430,11
永田,492,11
沼南,3879,11
波久礼,227,11
浦和,106264,11
浦和美園,20600,11
浦山口,183,11
深谷,20236,11
熊谷,72039,11
狭山ヶ丘,25697,11
狭山市,41727,11
用土,0,11
白久,125,11
的場,6112,11
皆野,1101,11
石原,1026,11
神保原,5656,11
秩父,1158,11
稲荷山公園,9990,11
竹沢,0,11
笠幡,5912,11
籠原,30154,11
羽生,18876,11
羽貫,4457,11
航空公園,27404,11
芦ヶ久保,476,11
花崎,11076,11
草加,88400,11
蒲生,17685,11
蕨,123052,11
藤の牛島,7217,11
行田,13320,11
行田市,1716,11
西吾野,346,11
西大宮,20660,11
西大家,4020,11
西川口,117142,11
西川越,2694,11
西所沢,25814,11
西武球場前,13869,11
西武秩父,7229,11
西浦和,29910,11
西羽生,323,11
親鼻,394,11
谷塚,38667,11
豊春,13721,11
越生,3858,11
越谷,51037,11
越谷レイクタウン,56844,11
遊園地西,721,11
野上,648,11
金子,4252,11
鉄道博物館,10569,11
長瀞,1320,11
飯能,32592,11
高麗,2694,11
高麗川,0,11
鳩ヶ谷,23200,11
鴻巣,39300,11
鷲宮,6918,11
おゆみ野,5105,12
くぬぎ山,7324,12
ちはら台,5824,12
みどり台,7767,12
みのり台,8785,12
ユーカリが丘,23559,12
七光台,7119,12
三咲,14071,12
三門,0,12
上本郷,7181,12
上総一ノ宮,6032,12
上総中川,10,12
上総中野,123,12
上総亀山,0,12
上総東,30,12
上総松丘,0,12
上総清川,0,12
上総湊,1418,12
上総興津,376,12
下総松崎,1384,12
下総橘,0,12
下総神崎,1680,12
下総豊里,0,12
下郡,0,12
中学校,1039,12
久住,0,12
久我原,3,12
久留里,818,12
九重,0,12
二俣新町,9614,12
二和向台,17677,12
五井,39053,12
五香,30037,12
井野,388,12
京成中山,3779,12
京成佐倉,18793,12
京成八幡,36280,12
京成千葉,29174,12
京成大久保,35043,12
京成大和田,12584,12
京成幕張,8373,12
京成幕張本郷,16608,12
京成成田,37742,12
京成津田沼,60416,12
京成稲毛,7064,12
京成臼井,20392,12
京成船橋,94318,12
京成西船,11037,12
京成酒々井,6858,12
仲ノ町,28,12
佐倉,0,12
佐原,6390,12
佐貫町,448,12
保田,500,12
俵田,0,12
元山,18364,12
八千代中央,23944,12
八千代台,46867,12
八千代緑が丘,40433,12
八幡宿,23704,12
八柱,45631,12
八積,1474,12
公園,202,12
公津の杜,13490,12
六実,15387,12
初富,5657,12
初石,18653,12
前原,9362,12
勝浦,2142,12
勝田台,54008,12
北初富,5345,12
北国分,8415,12
北小金,49176,12
北松戸,43432,12
北柏,38546,12
北習志野,87086,12
十二橋,0,12
千倉,704,12
千歳,0,12
千葉,0,12
千葉みなと,34382,12
千葉ニュータウン中央,24117,12
千葉中央,18322,12
千葉寺,4872,12
南三原,962,12
南柏,65778,12
南流山,69908,12
南船橋,45616,12
印旛日本医大,4612,12
印西牧の原,14410,12
君ヶ浜,11,12
君津,16502,12
和田浦,0,12
国吉,132,12
国府台,13131,12
土気,26670,12
地区センター,258,12
城見ヶ丘,30,12
塚田,16182,12
